CODIGO;DESCRIPCION;UNIDAD;COSTO_PROMEDIO_BS;COSTO_PROMEDIO_$;ENTRADA;SALIDA;EXISTENCIA;CATEGORIA;ESTADO
PLO-0092;ROUTER HUAWEI 5G;UND;;36.0;1.0;0.0;1.0;PLOMERIA;ACTIVO
PLO-0093;ROUTER CISCO MERAKI;UND;;0.0;2.0;0.0;2.0;PLOMERIA;ACTIVO
PLO-0094;REMATE ESCALON ALUMINIO NAT;UND;;32.0;4.0;4.0;0.0;PLOMERIA;ACTIVO
CON-0119;"RODILLO 4"" PARED LISA";UND;;3.01;1.0;1.0;0.0;CONSUMIBLES;ACTIVO
MAT-0106;RAMPLUS VERDE;UND;;0.05;300.0;300.0;0.0;MATERIALES;ACTIVO
MAT-0107;ROCETA;UND;;1.5;11.0;8.0;3.0;MATERIALES;ACTIVO
PLO-0095;RAMPLU ANARANJADO;UND;;0.23;5.0;5.0;0.0;PLOMERIA;ACTIVO
PLO-0096;REGILLAS ANTI OLOR;UND;;13.01;0.0;0.0;0.0;PLOMERIA;ACTIVO
PLO-0097;RAMPLUS AZUL;UND;;1.43;1.0;1.0;0.0;PLOMERIA;ACTIVO
PLO-0098;RAMPLUS MARIPOSA C/TORNILLO 3/16;UND;;2.16;50.0;50.0;0.0;PLOMERIA;ACTIVO
PLO-0099;ROJO MOLAGO;UND;;35.32;1.0;0.0;1.0;PLOMERIA;ACTIVO
PLO-0100;REFLECTOR LED 400W;UND;;87.0;2.0;2.0;0.0;PLOMERIA;ACTIVO
PLO-0101;"REGADERA CROMADA 8""";UND;;10.0;1.0;0.0;1.0;PLOMERIA;ACTIVO
PLO-0102;REGILLAS COLMENA BLANCAS PLASTICAS;UND;;18.92;9.0;3.0;6.0;PLOMERIA;ACTIVO
ELE-0206;REGLETA NUEVA CON BASE;UND;;0.0;1.0;0.0;1.0;ELECTRICIDAD;ACTIVO
ELE-0207;REPUESTOS DE HOJILLA;UND;;5.0;3.0;0.0;3.0;ELECTRICIDAD;ACTIVO
ELE-0208;ROLLOS DE TEIPE;UND;;3.41;4.0;4.0;0.0;ELECTRICIDAD;ACTIVO
ELE-0209;REMACHES CIEGOS;UND;;12.01;268.0;268.0;0.0;ELECTRICIDAD;ACTIVO
ELE-0210;RAMPLUS EXPANSIVOS 3/4;UND;;3.0;2.0;0.0;2.0;ELECTRICIDAD;ACTIVO
ELE-0211;ROLLO DE ESTAÑO;UND;;5.0;1.0;0.0;1.0;ELECTRICIDAD;ACTIVO
ELE-0212;RUBI;UND;;5.0;2.0;1.0;1.0;ELECTRICIDAD;ACTIVO
ELE-0213;REJILLA CROM/CUAD ABIERTA GRIVEN;UND;;4.28;1.0;1.0;0.0;ELECTRICIDAD;ACTIVO
ELE-0214;ROLLOS CINTA LISA DRYWALL;UND;;9.76;7.0;1.0;6.0;ELECTRICIDAD;ACTIVO
ELE-0215;REMACHES CIEGOS 1/8X20 (1000);UND;;1.2;1.0;1.0;0.0;ELECTRICIDAD;ACTIVO
ELE-0216;REFLECTOR 250W;UND;;75.0;3.0;3.0;0.0;ELECTRICIDAD;ACTIVO
ELE-0217;RUEDAS PARA PIZARRA;UND;;2.4;16.0;0.0;16.0;ELECTRICIDAD;ACTIVO
ELE-0218;REMACHES CIEGOS NEGROS;UND;;7.99;150.0;0.0;150.0;ELECTRICIDAD;ACTIVO
ELE-0219;RELOJES DE PARED;UND;;13.0;16.0;16.0;0.0;ELECTRICIDAD;ACTIVO
ELE-0220;RAMPLUS MARIPOSA C/TORNILLO 1/4 COD1986;UND;;1.1;0.0;0.0;0.0;ELECTRICIDAD;ACTIVO
ELE-0221;ROLLOS PAPEL ADHERENTE TEMPLO;UND;;350.0;4.0;0.0;4.0;ELECTRICIDAD;ACTIVO
ELE-0222;REFLECTOR 200W;UND;;56.66;1.0;1.0;0.0;ELECTRICIDAD;ACTIVO
ELE-0223;SACO DE PEGO 10KG;UND;;4.0;947.0;845.0;102.0;ELECTRICIDAD;ACTIVO
ELE-0224;SACOS DE CEMENTO BLANCO;UND;;2.16;15.0;15.0;0.0;ELECTRICIDAD;ACTIVO
ELE-0225;SOFITO BASE INTERMEDIA AV2000;UND;;35.32;3.0;0.0;3.0;ELECTRICIDAD;ACTIVO
ELE-0226;SILICON TRANSPARENTE TUBO;UND;;6.21;28.0;28.0;0.0;ELECTRICIDAD;ACTIVO
ELE-0227;SELLADOR CONCENTRADO;UND;;47.0;1.0;1.0;0.0;ELECTRICIDAD;ACTIVO
ELE-0228;STUC KOLOR;UND;;0.0;3.0;0.0;3.0;ELECTRICIDAD;ACTIVO
ELE-0229;SACO DE YESO KILO;UND;;0.75;50.0;50.0;0.0;ELECTRICIDAD;ACTIVO
CON-0120;SIFON DE PISO;UND;;22.0;3.0;3.0;0.0;CONSUMIBLES;ACTIVO
ELE-0230;1/4 DE SOLDADURA PVC;UND;;8.7;2.0;2.0;0.0;ELECTRICIDAD;ACTIVO
ELE-0231;SIKADUR 32L 670GR PART A 1/4;UND;;41.0;4.0;3.0;1.0;ELECTRICIDAD;ACTIVO
ELE-0232;SIKADUR 32L 330GR PART B 1/4;UND;;41.5;2.5;2.0;0.5;ELECTRICIDAD;ACTIVO
ELE-0233;SELLADOR NITRO MARCA REINCO;UND;;38.0;4.0;4.0;0.0;ELECTRICIDAD;ACTIVO
ELE-0234;"SIFON EXTENSIBLE P/FREGADERO 1 1/2""";UND;;3.32;2.0;2.0;0.0;ELECTRICIDAD;ACTIVO
ELE-0235;SELLADOR S/C PEGA SOLD;UND;;39.0;4.0;4.0;0.0;ELECTRICIDAD;ACTIVO
ELE-0236;STUCCO KRETO GRIS 10KL;SACO;;16.0;6.0;5.0;1.0;ELECTRICIDAD;ACTIVO
ELE-0237;"SIFON 2""";UND;;6.0;1.0;1.0;0.0;ELECTRICIDAD;ACTIVO
ELE-0238;SWITCH TP-LINK 12 PUERTOS;UND;;0.0;1.0;0.0;1.0;ELECTRICIDAD;ACTIVO
ELE-0239;SILICON BLANCO;TUBO;;11.61;25.0;21.0;4.0;ELECTRICIDAD;ACTIVO
ELE-0240;SOPORTE MULTIUSO ZINC;UND;;5.42;166.0;159.0;7.0;ELECTRICIDAD;ACTIVO
ELE-0241;SIKA ACRILTECHO ROJO;GALON;;138.0;1.0;1.0;0.0;ELECTRICIDAD;ACTIVO
MAT-0108;SOFITO CAUCHO EXTERIOR BASE INTERMEDIA;GALON;;45.0;100.0;71.0;29.0;MATERIALES;ACTIVO
MAT-0109;SELLADOR ABRACOL NITRO CONCENTRADO 1/4;UND;;19.0;4.0;4.0;0.0;MATERIALES;ACTIVO
MAT-0110;SACO POLVO MARMOL 1KG;UND;;1.52;1.0;1.0;0.0;MATERIALES;ACTIVO
MAT-0111;SELLADOR ACIDO QUIMIDAL LACA PREPARADA;LT;;40.0;0.25;0.0;0.25;MATERIALES;ACTIVO
ELE-0242;SELLADOR CONCENTRADO MADERA SELLIL;LT;;35.0;5.5;5.0;0.5;ELECTRICIDAD;ACTIVO
ELE-0243;SIFON TIPO ACORDEON LAVAMANOS;UND;;2.5;1.0;0.0;1.0;ELECTRICIDAD;ACTIVO
ELE-0244;SIRENA ELECTRONICA;UND;;0.0;1.0;0.0;1.0;ELECTRICIDAD;ACTIVO
ELE-0245;SENSOR;UND;;15.0;2.0;0.0;2.0;ELECTRICIDAD;ACTIVO
ELE-0246;SIFON LAVAMANOS ACERO;UND;;33.02;4.0;2.0;2.0;ELECTRICIDAD;ACTIVO
ELE-0247;SIERRA COPA ACERO;UND;;0.96;5.0;3.0;2.0;ELECTRICIDAD;ACTIVO
ELE-0248;SELLADORES GOMA SPRAY;UND;;0.0;3.0;0.0;3.0;ELECTRICIDAD;ACTIVO
ELE-0249;SACA BUJIAS;UND;;13.0;5.0;0.0;5.0;ELECTRICIDAD;ACTIVO
ELE-0250;SEGUETAS;UND;;4.3;5.0;0.0;2.0;ELECTRICIDAD;ACTIVO
ELE-0251;SOFITO BASE INTERMEDIA AV2000 NUEVO;GALON;;36.0;0.0;0.0;0.0;ELECTRICIDAD;ACTIVO
ELE-0252;SILICON ANTIHONGOS;TUBO;;5.98;3.0;3.0;0.0;ELECTRICIDAD;ACTIVO
ELE-0253;SEPARADOR CERAMICA;UND;;230.0;1.0;0.0;1.0;ELECTRICIDAD;ACTIVO
ELE-0254;SOFITO BASE PROFUNDA EXTERIOR AV2000;GALON;;35.32;0.0;0.0;0.0;ELECTRICIDAD;ACTIVO
ELE-0255;SACO POLIPROPILENO;UND;;12.62;1.0;1.0;0.0;ELECTRICIDAD;ACTIVO
MAT-0112;SELLACRIL SELLADOR ANTIALCALINO;UND;;24.31;1.0;1.0;0.0;MATERIALES;ACTIVO
MAT-0113;SILICONCRET SUPER MUESTRA;UND;;2.0;1.0;1.0;0.0;MATERIALES;ACTIVO
ELE-0256;SACO POLIPROPILENO;UND;;12.62;1.0;1.0;0.0;ELECTRICIDAD;ACTIVO
ELE-0257;TOBOS ALBAÑILERIA;UND;;15.0;3.0;1.0;2.0;ELECTRICIDAD;ACTIVO
ELE-0258;TORNILLOS 10X2;UND;;0.02;2.0;2.0;0.0;ELECTRICIDAD;ACTIVO
ELE-0259;TUERCAS 3/8;UND;;2.3;40.0;40.0;0.0;ELECTRICIDAD;ACTIVO
ELE-0260;TORNILLOS DRYWALL 6X1;CAJA;;6.7;105.0;5.0;100.0;ELECTRICIDAD;ACTIVO
ELE-0261;TINTA COLOR CARAMELO MULTILAC;UND;;13.0;3.0;0.0;3.0;ELECTRICIDAD;ACTIVO
ELE-0262;TABLILLAS;UND;;25.1;100.0;0.0;100.0;ELECTRICIDAD;ACTIVO
ELE-0263;TABLILLAS PARED LISAS;UND;;25.1;52.0;0.0;52.0;ELECTRICIDAD;ACTIVO
CON-0121;TIRADOR POMO;UND;;2.0;16.0;16.0;0.0;CONSUMIBLES;ACTIVO
CON-0122;TEE 1/2 ELECTRICIDAD;UND;;137.99;6.0;2.0;4.0;CONSUMIBLES;ACTIVO
CON-0123;TUBO 1/2 A/F X3MTRS;UND;;12.5;16.0;15.0;1.0;CONSUMIBLES;ACTIVO
PIN-0036;"TUBO 2""";UND;;12.5;3.0;3.0;0.0;PINTURA;ACTIVO
PIN-0037;TERMOS DE AGUA;UND;;35.0;4.0;2.0;0.0;PINTURA;ACTIVO
PIN-0038;TEFLON 3/4;UND;;3.36;4.0;4.0;0.0;PINTURA;ACTIVO
PIN-0039;TOALLAS DE MANOS;PAQ;;3.0;17.0;17.0;0.0;PINTURA;ACTIVO
PIN-0040;TEJAS HEXAGONAL ROJAS;UND;;0.8;690.0;690.0;0.0;PINTURA;ACTIVO
PIN-0041;TUBO NEGRO POLIETILENO;UND;;0.0;41.0;41.0;0.0;PINTURA;ACTIVO
PIN-0042;TUERCA HEXAGONAL 5/8-11MM;UND;;5.6;120.0;120.0;0.0;PINTURA;ACTIVO
CON-0124;TOMA CORRIENTE DOBLE EMPOTRAR;UND;;6.65;2.0;2.0;1.0;CONSUMIBLES;ACTIVO
CON-0125;TAPA PLASTICA TOMACORRIENTE;UND;;7.0;9.0;2.0;7.0;CONSUMIBLES;ACTIVO
CON-0126;TUBO ESTRUCTURAL CUAD HN 155X155X4.2MM;MTR;;0.0;3.5;3.5;0.0;CONSUMIBLES;ACTIVO
PIN-0043;TUBO RECT HP 2X1 CAL 0.90X6MTRS;UND;;0.0;6.0;6.0;0.0;PINTURA;ACTIVO
CON-0127;TUBO PVC 3/4 A/F X3MTRS;UND;;0.0;5.0;5.0;0.0;CONSUMIBLES;ACTIVO
CON-0128;TEE A/F 3/4;UND;;2.5;6.0;1.0;5.0;CONSUMIBLES;ACTIVO
CON-0129;"TUBO PVC A/N 2"" X3MTS";UND;;10.0;10.0;10.0;0.0;CONSUMIBLES;ACTIVO
CON-0130;"TUBO PVC A/N 4"" X3MTS";UND;;5.0;18.0;18.0;0.0;CONSUMIBLES;ACTIVO
HER-0039;"TUBO PVC A/N 1"" 3MTS";UND;;3.5;3.0;3.0;0.0;HERRAMIENTAS;ACTIVO
HER-0040;"TUBO PVC ELECTRICIDAD 1"" X3MTS";UND;;3.5;12.0;12.0;0.0;HERRAMIENTAS;ACTIVO
HER-0041;TUBO ESTRUCTURAL RECT HN 180X65X3.4MM;UND;;0.0;9.0;9.0;0.0;HERRAMIENTAS;ACTIVO
HER-0042;"TAPON 4""";UND;;3.52;1.0;1.0;0.0;HERRAMIENTAS;ACTIVO
CON-0131;TUBO A/N 110X2.2MMX3MTRS;UND;;21.51;16.0;16.0;0.0;CONSUMIBLES;ACTIVO
CON-0132;TUBO ELECTRICIDAD METAL EMT 3/4;UND;;3.5;35.0;35.0;0.0;CONSUMIBLES;ACTIVO
CON-0133;TUBO CUAD HN 100X100X3MMX12MTS;UND;;0.0;3.0;3.0;0.0;CONSUMIBLES;ACTIVO
CON-0134;TUBO ESTRUCTURAL RECT HN 80X40X2.5MM;UND;;0.0;82.0;82.0;0.0;CONSUMIBLES;ACTIVO
CON-0135;TOMA AREA METAL TRIFASICO CON TIERRA;UND;;9.02;1.0;1.0;0.0;CONSUMIBLES;ACTIVO
CON-0136;TORNILLOS DRYWALL 8X2;CAJA;;0.06;1900.0;1900.0;0.0;CONSUMIBLES;ACTIVO
CON-0137;TITEBOND DURAMASTER SELLADOR NEGRO;UND;;6.0;5.0;3.0;2.0;CONSUMIBLES;ACTIVO
ELE-0264;"TIRRO 1""";UND;;1.5;12.0;12.0;0.0;ELECTRICIDAD;ACTIVO
HER-0043;TOMA CORRIENTE DOBLE EMPOTRAR TIERRA TROEN;UND;;8.53;102.0;84.0;18.0;HERRAMIENTAS;ACTIVO
HER-0044;TABLA CEDRO M3;M3;;18.0;0.5;0.5;0.0;HERRAMIENTAS;ACTIVO
HER-0045;TOMA 2 POLOS + TIERRA;UND;;2.88;1.0;1.0;0.0;HERRAMIENTAS;ACTIVO
HER-0046;TEE PVC PEGADO 1/2 90 A/F;UND;;5.7;3.0;1.0;2.0;HERRAMIENTAS;ACTIVO
HER-0047;TUBO ESTRUC CUAD HN 100X100X2.8MM;UND;;0.0;3.0;3.0;0.0;HERRAMIENTAS;ACTIVO
PIN-0044;TUBO ESTRUC RECT 180X65X3.2MMX12MTRS;UND;;0.0;10.0;10.0;0.0;PINTURA;ACTIVO
HER-0048;"PASADOR SOBRE PLAT 3""";UND;;0.0;4.0;4.0;0.0;HERRAMIENTAS;ACTIVO
HER-0049;TUBO 90X90X4.30M;UND;;0.0;1.0;0.0;1.0;HERRAMIENTAS;ACTIVO
HER-0050;TUBO ESTRUCTURAL 150X2.40;UND;;0.0;2.0;0.0;2.0;HERRAMIENTAS;ACTIVO
HER-0051;TUBO ESTRUCTURAL 200X70;UND;;0.0;2.0;0.0;2.0;HERRAMIENTAS;ACTIVO
CON-0138;TUBO ESTRUCTURAL 150X168;UND;;0.0;7.0;0.0;7.0;CONSUMIBLES;ACTIVO
MAT-0114;TUBO ESTRUCTURAL 2.20X2.10;UND;;0.0;1.0;0.0;1.0;MATERIALES;ACTIVO
CON-0139;TUBOS ESTRUCTURALES 2X2;UND;;0.0;5.0;0.0;5.0;CONSUMIBLES;ACTIVO
PLO-0103;TUBOS ESTRUCTURALES 2X1;UND;;0.0;7.0;0.0;7.0;PLOMERIA;ACTIVO
PLO-0104;TUBOS PTP 1/2X6M-1X3M;UND;;0.0;2.0;0.0;2.0;PLOMERIA;ACTIVO
PLO-0105;TUBO HIERRO LIVIANO 6M;UND;;0.0;2.0;0.0;2.0;PLOMERIA;ACTIVO
PLO-0106;TUBO ESTRUCTURAL 180X70X5.90;UND;;0.0;2.0;0.0;2.0;PLOMERIA;ACTIVO
PLO-0107;"TAPA 4"" A/N";UND;;4.0;1.0;1.0;0.0;PLOMERIA;ACTIVO
PLO-0108;TIZA HERRERIA;UND;;1.0;5.0;5.0;0.0;PLOMERIA;ACTIVO
PLO-0109;TABLERO 4 CIRCUITOS;UND;;0.0;1.0;1.0;0.0;PLOMERIA;ACTIVO
PLO-0110;TUBERIA COBRE FLEXIBLE 3/4;MTR;;14.45;43.0;43.0;0.0;PLOMERIA;ACTIVO
PLO-0111;TUBERIA COBRE FLEXIBLE 3/8;MTR;;6.06;41.0;41.0;0.0;PLOMERIA;ACTIVO
PLO-0112;TUBO AISLANTE GOMA 3/4 PARED 3/8;MTR;;3.98;42.0;42.0;0.0;PLOMERIA;ACTIVO
PLO-0113;TUBO PVC A/F 3/4 X 6MTRS;UND;;10.42;2.0;2.0;0.0;PLOMERIA;ACTIVO
PLO-0114;TORNILLOS 8X5/8 PAQ 50UND;PAQ;;1.41;4.0;4.0;0.0;PLOMERIA;ACTIVO
PLO-0115;TIRRAP NYLON;UND;;5.42;1.0;1.0;0.0;PLOMERIA;ACTIVO
PLO-0116;TAPON EMT 1/2;UND;;0.6;12.0;12.0;0.0;PLOMERIA;ACTIVO
PLO-0117;TAPON 1 1/2 EMT;UND;;0.6;2.0;0.0;2.0;PLOMERIA;ACTIVO
PLO-0118;TAPA BRONCE VALVULA INCENDIO;UND;;0.0;2.0;2.0;0.0;PLOMERIA;ACTIVO
PLO-0119;"TEE PVC 1 1/2""";UND;;2.0;6.0;0.0;6.0;PLOMERIA;ACTIVO
PLO-0120;TORNILLOS DRIWALL 8X1;UND;;4.0;1.0;1.0;0.0;PLOMERIA;ACTIVO
PLO-0121;TORNILLOS DRIWALL 7X1 1/4;UND;;3.0;1.0;1.0;0.0;PLOMERIA;ACTIVO
PLO-0122;TIRRO VERDE PARA PINTOR 3/4;UND;;5.84;39.0;15.0;24.0;PLOMERIA;ACTIVO
PIN-0045;TINTAS SIN NOMBRE;UND;;0.0;5.0;0.0;5.0;PINTURA;ACTIVO
PIN-0046;"TUBOS AGUA BLANCA 1""";UND;;0.0;12.0;12.0;0.0;PINTURA;ACTIVO
HER-0052;TUBO ELECTRICIDAD 1/2;UND;;0.0;77.0;77.0;0.0;HERRAMIENTAS;ACTIVO
HER-0053;TUBO ELECTRICIDAD 3/4 X3MTS;UND;;0.0;7.0;7.0;0.0;HERRAMIENTAS;ACTIVO
MAT-0115;TOBOS ROJOS LIMPIEZA;UND;;8.0;19.0;0.0;19.0;MATERIALES;ACTIVO
CON-0140;TAPA CIEGA CUADRADA 4X4;UND;;2.0;67.0;65.0;2.0;CONSUMIBLES;ACTIVO
ELE-0265;TAPA CIEGA 5X5;UND;;2.5;2.0;0.0;2.0;ELECTRICIDAD;ACTIVO
HER-0054;TAPA CIEGA REDONDA;UND;;2.5;1.0;0.0;1.0;HERRAMIENTAS;ACTIVO
CON-0141;TAPA CIEGA CUADRADA METAL 4X4;UND;;2.5;29.0;27.0;2.0;CONSUMIBLES;ACTIVO
HER-0055;TAPA CIEGA REDONDA METAL;UND;;2.5;9.0;0.0;11.0;HERRAMIENTAS;ACTIVO
HER-0056;TAPAS DE POCETA;UND;;22.01;6.0;3.0;3.0;HERRAMIENTAS;ACTIVO
CON-0142;TIRADORES PARA PUERTA MADERA;UND;;1.52;0.0;0.0;0.0;CONSUMIBLES;ACTIVO
CON-0143;TACHUELAS;UND;;2.0;94.0;0.0;94.0;CONSUMIBLES;ACTIVO
CON-0144;TAPA OIDOS;UND;;5.0;96.0;0.0;96.0;CONSUMIBLES;ACTIVO
CON-0145;TERMINAL PARA CONTACTOR 5/8;UND;;0.0;1.0;1.0;0.0;CONSUMIBLES;ACTIVO
CON-0146;TIRROS BLANCO 3M;UND;;19.25;97.0;60.0;37.0;CONSUMIBLES;ACTIVO
PLO-0123;"TORNILLOS TIRAFONDO 3""";UND;;7.99;24.0;0.0;24.0;PLOMERIA;ACTIVO
PLO-0124;TORNILLOS LARGOS C/ARANDELA Y TUERCAS;UND;;25.01;0.0;0.0;0.0;PLOMERIA;ACTIVO
HER-0057;TAPA CIEGA 4X2 EMT;UND;;3.36;14.0;14.0;0.0;HERRAMIENTAS;ACTIVO
HER-0058;TIRRO ANTI-RESBALANTE PISO;UND;;13.0;8.0;5.0;3.0;HERRAMIENTAS;ACTIVO
HER-0059;TORNILLOS RAMPLUS AZUL 8X3/4;UND;;6.99;24.0;24.0;0.0;HERRAMIENTAS;ACTIVO
ELE-0266;TABLA PINO 3.66X25X2.05CM;UND;;0.0;24.0;21.0;3.0;ELECTRICIDAD;ACTIVO
ELE-0267;TORNILLOS TIRAFONDO 1/1;UND;;0.0;100.0;100.0;0.0;ELECTRICIDAD;ACTIVO
MAT-0116;TORNILLOS DRYWALL PEQUEÑOS;UND;;7.99;50.0;50.0;0.0;MATERIALES;ACTIVO
ELE-0268;TALADRO ROJO;UND;;59.0;1.0;0.0;1.0;ELECTRICIDAD;ACTIVO
PIN-0047;THINNER LITROS;LT;;4.3;554.0;354.0;297.0;PINTURA;ACTIVO
PIN-0048;TORNILLOS 7 16X6 90UND;PAQ;;1.37;393.0;343.0;50.0;PINTURA;ACTIVO
MAT-0117;TORNILLOS 8 1/2 90UND;PAQ;;2.3;1208.0;1208.0;0.0;MATERIALES;ACTIVO
MAT-0118;"TORNILLOS DRYWALL 1"" 2.5MM";PAQ;;1.21;30.0;30.0;0.0;MATERIALES;ACTIVO
PLO-0125;TORNILLOS DRYWALL 6X1 1/2;PAQ;;1.0;0.0;0.0;0.0;PLOMERIA;ACTIVO
CON-0147;TOPE DIALGOGI P/PUERTA;UND;;7.33;1.0;1.0;0.0;CONSUMIBLES;ACTIVO
ELE-0269;TEIPE ELECTRICO;UND;;4.28;1.0;1.0;0.0;ELECTRICIDAD;ACTIVO
CON-0148;"TUBO PVC 4""";UND;;15.16;1.0;1.0;0.0;CONSUMIBLES;ACTIVO
HER-0060;TUBO HP CUAD 2X2X2MMX6MTS;UND;;44.51;1.0;1.0;0.0;HERRAMIENTAS;ACTIVO
HER-0061;TUBO RED VENT 1 1/4X2MMX6MTS;UND;;33.96;2.0;2.0;0.0;HERRAMIENTAS;ACTIVO
CON-0149;TUBO HP CUAD 1/2X1/2X0 90MMX6MTS;UND;;5.26;38.0;38.0;0.0;CONSUMIBLES;ACTIVO
CON-0150;TOR 6X1 RF 90UND;PAQ;;3.8;15.0;15.0;0.0;CONSUMIBLES;ACTIVO
CON-0151;"UNION 2"" ELECTRICIDAD";UND;;38.67;4.0;2.0;2.0;CONSUMIBLES;ACTIVO
CON-0152;"UNION A/F 3/4""";UND;;5.6;3.0;3.0;0.0;CONSUMIBLES;ACTIVO
HER-0062;"UNION PVC 1""";UND;;0.17;24.0;1.0;23.0;HERRAMIENTAS;ACTIVO
ELE-0270;"UNION PVC A/F SOLDADA 1/2""";UND;;6.01;9.0;7.0;2.0;ELECTRICIDAD;ACTIVO
CON-0153;VERDE TECHO CARACAS;GALON;;36.0;1.0;0.0;1.0;CONSUMIBLES;ACTIVO
ELE-0271;VASELINA;UND;;0.0;0.5;0.0;0.5;ELECTRICIDAD;ACTIVO
MAT-0119;VIDRIOS TRANSPARENTES 42.5X10CM;UND;;0.0;916.0;916.0;0.0;MATERIALES;ACTIVO
CON-0154;VALVULA PVC SOLDADA 1/2;UND;;2.5;7.0;7.0;0.0;CONSUMIBLES;ACTIVO
CON-0155;"VALVULA PVC SOLDADA 2""";UND;;27.5;1.0;1.0;0.0;CONSUMIBLES;ACTIVO
HER-0063;VIDRIO CARETA SOLDAR;UND;;0.0;1.0;1.0;0.0;HERRAMIENTAS;ACTIVO
CON-0156;VALVULA PVC SOLDADA 3/4 PVP;UND;;3.0;3.0;1.0;2.0;CONSUMIBLES;ACTIVO
MAT-0120;VENTANAS MACUTO BARRAS REDONDAS 1.37X1.10;UND;;0.0;12.0;12.0;0.0;MATERIALES;ACTIVO
ELE-0272;VENTILADOR 3VEL TAURUS PAR;UND;;65.0;2.0;2.0;0.0;ELECTRICIDAD;ACTIVO
MAT-0121;"VARILLA PLATA 20""";UND;;5.62;8.0;8.0;0.0;MATERIALES;ACTIVO
CON-0157;VALVULA CONTROL NIVEL;UND;;13.31;3.0;3.0;0.0;CONSUMIBLES;ACTIVO
CON-0158;VERDE IMPERMEABILIZANTE TECHO CANDELARIA;GALON;;36.0;1.0;0.0;1.0;CONSUMIBLES;ACTIVO
MAT-0122;VENTILADORES INDUSTRIALES;UND;;0.0;4.0;0.0;4.0;MATERIALES;ACTIVO
CON-0159;VISAGRAS PUERTA CLOSET;PAR;;5.0;14.0;0.0;14.0;CONSUMIBLES;ACTIVO
CON-0160;VISAGRAS PUERTA PEQUEÑA;PAR;;3.0;30.0;0.0;30.0;CONSUMIBLES;ACTIVO
MAT-0123;VENTANAS 0.94X0.90;UND;;0.0;12.0;12.0;0.0;MATERIALES;ACTIVO
CON-0161;VARBULA MAXIFLUSH;UND;;40.5;1.0;1.0;0.0;CONSUMIBLES;ACTIVO
CON-0162;VALV.ESF.GRIVEN 1/(G);UND;;6.19;1.0;1.0;0.0;CONSUMIBLES;ACTIVO
CON-0163;"VALVULA CHECK 1/2""";UND;;1.42;1.0;1.0;0.0;CONSUMIBLES;ACTIVO
CON-0164;XYPEX CONCENTRADO 22.7KG;UND;;450.0;1.0;1.0;0.0;CONSUMIBLES;ACTIVO
CON-0165;YEE A/N 110MM-50MM;UND;;2.5;4.0;4.0;0.0;CONSUMIBLES;ACTIVO
CON-0166;"YEE 4""X2"" PVC";UND;;6.0;3.0;3.0;0.0;CONSUMIBLES;ACTIVO
HER-0064;ZAPATOS DEPORTIVOS SEGURIDAD;PAR;;38.5;1.0;1.0;0.0;HERRAMIENTAS;ACTIVO
MAT-0124;PRINCIPAL GALV ALPEX 3.66 BLANCO;UND;;3.05;89.0;89.0;0.0;MATERIALES;ACTIVO
MAT-0125;SECUNDARIA GALV ALPEX 1.20 BLANCO;UND;;0.82;388.0;388.0;0.0;MATERIALES;ACTIVO
MAT-0126;ANGULO GALV ALPEX BLANCO;UND;;3.27;192.0;192.0;0.0;MATERIALES;ACTIVO
MAT-0127;"CLAVO ACERO 1"" RANURADO 500X3.90";CAJA;;4.32;1.0;1.0;0.0;MATERIALES;ACTIVO
CON-0167;TIRRADOR POMO;UND;;3.0;9.0;9.0;0.0;CONSUMIBLES;ACTIVO
MAT-0128;MDF CRUDO 18MM 244X183;UND;;66.0;9.0;9.0;0.0;MATERIALES;ACTIVO
HER-0065;"BISAGRAS COMUN 3""";UND;;3.0;15.0;15.0;0.0;HERRAMIENTAS;ACTIVO
HER-0066;ALICATE ELECTRICIDAD NUEVO COVO;UND;;12.5;1.0;0.0;1.0;HERRAMIENTAS;ACTIVO
HER-0067;ALICATE TIPO PINZA;UND;;8.0;2.0;0.0;2.0;HERRAMIENTAS;ACTIVO
MAT-0129;BARRAS;UND;;80.21;2.0;0.0;2.0;MATERIALES;ACTIVO
HER-0068;BOMBA SUMERGIBLE TRUPPER;UND;;156.0;1.0;0.0;1.0;HERRAMIENTAS;ACTIVO
MAT-0130;BANDEJAS PORTA CABLE;UND;;0.0;7.0;0.0;7.0;MATERIALES;ACTIVO
MAT-0131;BANDEJAS 2.30X0.20;UND;;0.0;5.0;0.0;5.0;MATERIALES;ACTIVO
MAT-0132;BANDEJAS 0.10;UND;;0.0;4.0;0.0;4.0;MATERIALES;ACTIVO
HER-0069;CARRETILLAS;UND;;112.0;5.0;0.0;5.0;HERRAMIENTAS;ACTIVO
HER-0070;CORTADORAS CERAMICA;UND;;80.0;3.0;0.0;3.0;HERRAMIENTAS;ACTIVO
MAT-0133;CUCHARAS;UND;;5.8;3.0;0.0;3.0;MATERIALES;ACTIVO
MAT-0134;CEPILLO GANDE;UND;;8.39;2.0;1.0;1.0;MATERIALES;ACTIVO
MAT-0135;CEPILLO CONSTRUCCION;UND;;6.63;3.0;0.0;3.0;MATERIALES;ACTIVO
MAT-0136;COMPRESORES;UND;;156.97;4.0;0.0;4.0;MATERIALES;ACTIVO
